Commodity Code	Commodity Title	Class Code	Class Title	Family Code	Family Title	Segment Code	Segment Title
23281503	Thermal spray machine	23281500	Coating or plating machines	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281601	Induction heating machine	23281600	Heat treating machines	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281602	Quench machine	23281600	Heat treating machines	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281603	Heat treating age hardening furnace	23281600	Heat treating machines	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281702	Shot peening machine	23281700	Mechanical surface treatment machines	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281703	Sand blasting machine	23281700	Mechanical surface treatment machines	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281903	Mechanical or ultrasonic metal cleaner	23281900	Metal cleaning machinery and supplies	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23281904	Aqueous cleaning and washing equipment	23281900	Metal cleaning machinery and supplies	23280000	Metal treatment machinery	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23291701	Reamer blade	23291700	Industrial reaming tools	23290000	Industrial machine tools	23000000	Industrial Manufacturing and Processing Machinery and Accessories
23291804	Threading insert	23291800	Industrial threading tools	23290000	Industrial machine tools	23000000	Industrial Manufacturing and Processing Machinery and Accessories
24101501	Carts	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101502	Bulk transporters	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101503	Dollies	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101504	Hand trucks or accessories	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101505	Pallet trucks	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101506	Pushcarts	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101507	Wheelbarrows	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101509	Wagons	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101510	Tilt trucks	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101512	Power buggies	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101513	Tugger	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101516	Powered platform truck	24101500	Industrial trucks	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101601	Elevators	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101602	Hoists	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101603	Forklifts	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101604	Lifts	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101605	Loading equipment	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101606	Stackers	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101608	Winches	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101610	Manipulators	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101611	Slings	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101612	Jacks	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101613	Blocks or pulleys	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101614	Air bags for loading	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101616	Below the hook device	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101617	Scissor lift or lift table	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101618	Pipe layer	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101619	Bridge cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101620	Track cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101621	All terrain cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101622	Rough terrain cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101623	Tower cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101624	Hydraulic truck cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101625	Conventional truck cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101627	Girder trolleys	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101628	Adjustable forks	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101629	Forklift or elevator accessories or supplies	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101630	Workshop cranes	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101631	Suction cups	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101636	Counter weight bag and counterweight	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101637	Nylon fabric sling	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101641	Shackle	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101647	Material lifting clamp	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101651	Capstan	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101652	Jib crane	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101653	Overhead crane	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101657	Tractor mounted crane	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101661	Vehicle lift	24101600	Lifting equipment and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101701	Conveyor roller	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101704	Conveyor feeders	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101705	Conveyor screw	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101707	Conveyor rails	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101708	Extendable conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101709	Roller conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101710	Package stops	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101711	Turntables	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101712	Belt conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101713	Bucket conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101714	Air conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101717	Conveyor idlers	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101722	Chain conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101727	Vibrating conveyors	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101730	Screw conveyor	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101749	Conveyor system	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101750	Overhead track conveyor	24101700	Conveyors and accessories	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101803	Dock ramps	24101800	Dock equipment	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101807	Dock plates	24101800	Dock equipment	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101808	Wheel chocks	24101800	Dock equipment	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101901	Drum openers	24101900	Drum handling equipment	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24101902	Drum grabs	24101900	Drum handling equipment	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102002	Bin handlers	24102000	Shelving and storage	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102004	Storage racks or shelves	24102000	Shelving and storage	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102005	Automated storage or retrieval systems	24102000	Shelving and storage	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102006	Work benches	24102000	Shelving and storage	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102101	Cargo handling equipment	24102100	Warehousing equipment and supplies	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102104	Depalletizers	24102100	Warehousing equipment and supplies	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102105	Palletizers	24102100	Warehousing equipment and supplies	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102106	Industrial shrink wrap equipment	24102100	Warehousing equipment and supplies	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102108	Packaging compactors	24102100	Warehousing equipment and supplies	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102202	Box sealing tape dispensers	24102200	Packing tools	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102204	Strapping dispenser	24102200	Packing tools	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24102210	Baling press	24102200	Packing tools	24100000	Material handling machinery and equipment	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111501	Canvas bags	24111500	Bags	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111802	Air or gas tanks or cylinders	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111803	Storage tanks	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111804	Calibrating tanks	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111805	Chemical tanks	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111806	Dip tanks	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111809	Processing tanks	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111810	Water storage tanks	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24111814	Hot water tank	24111800	Tanks and cylinders and their accessories	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24112003	Non metallic bins	24112000	Bins and baskets	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24112004	Metallic bins	24112000	Bins and baskets	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24112006	Non metallic baskets	24112000	Bins and baskets	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24112007	Material handling racks	24112000	Bins and baskets	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24112402	Hazardous materials cabinets	24112400	Storage chests and cabinets and trunks	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24112407	Mailboxes	24112400	Storage chests and cabinets and trunks	24110000	Containers and storage	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131503	Walk in refrigerators	24131500	Industrial refrigerators	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131506	Refrigerated tanks	24131500	Industrial refrigerators	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131601	Chest freezers	24131600	Industrial freezers	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131603	Low temperature freezers	24131600	Industrial freezers	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131605	Walk in freezers	24131600	Industrial freezers	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131606	Plate freezers	24131600	Industrial freezers	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131607	Blast freezers	24131600	Industrial freezers	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24131901	Ice cube makers	24131900	Ice makers	24130000	Industrial refrigeration	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24141506	Tarpaulins	24141500	Securing and protecting supplies	24140000	Packing supplies	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
24141511	Load binders	24141500	Securing and protecting supplies	24140000	Packing supplies	24000000	Material Handling and Conditioning and Storage Machinery and their Accessories and Supplies
25101501	Minibuses	25101500	Passenger motor vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101502	Busses	25101500	Passenger motor vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101503	Automobiles or cars	25101500	Passenger motor vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101505	Minivans or vans	25101500	Passenger motor vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101506	Limousines	25101500	Passenger motor vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101507	Light trucks or sport utility vehicles	25101500	Passenger motor vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101601	Dump trucks	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101602	Tow trucks	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101604	Delivery trucks	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101609	Sludge or sewage handling trucks	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101610	Water trucks	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101611	Cargo trucks	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101612	Concrete transport truck	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101613	Concrete pump truck	25101600	Product and material transport vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101701	Fire or rescue trucks	25101700	Safety and rescue vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101702	Police vehicles	25101700	Safety and rescue vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101703	Ambulances	25101700	Safety and rescue vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101801	Motorcycles	25101800	Motorized cycles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101803	Mopeds	25101800	Motorized cycles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101901	Agricultural tractors	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101903	Snowmobiles or snow scooter	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101904	Golf carts	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101905	All terrain vehicles tracked or wheeled	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101906	Go cart	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101911	Aerial working platform truck	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101915	Oil tank truck	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101917	Flatbed truck	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101919	Road sweeper	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101931	Outside broadcasting van	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101935	Spray truck	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25101936	Vacuum truck	25101900	Specialized and recreational vehicles	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25102101	Low cab forward tractors	25102100	Truck tractors	25100000	Motor vehicles	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111501	Trawlers	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111502	Fishing boats	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111503	Cargo or container ships	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111505	Tankers	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111506	Tug boats	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111508	Passenger or automobile ferries	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111509	Cruise ships	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111510	Salvage ships	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111516	Inflatable rubber boat	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111527	Row boat	25111500	Commercial marine craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111601	Lifeboats or liferafts	25111600	Safety and rescue water craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111602	Fire fighting watercraft	25111600	Safety and rescue water craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111603	Rescue ships or boats	25111600	Safety and rescue water craft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111801	Recreational sailboats	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111802	Recreational motorboats	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111803	Recreational rowboats	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111804	Canoes or kayaks	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111805	Personal motorized watercraft	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111806	Rafts	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111807	Dinghies	25111800	Recreational watercraft	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111901	Marine craft communications systems	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111904	Paddles	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111906	Anchor chocks	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111907	Anchor lines	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111908	Anchor retrievers	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111909	Anchor rollers	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111911	Boathooks	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111914	Dock rings	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111916	Emergency dye signals	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111920	Marine fenders	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111924	Radar reflectors	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111925	Marine rudders	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111927	Sail booms	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111934	Tillers	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25111938	Marine steering gear	25111900	Marine craft systems and subassemblies	25110000	Marine transport	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25121501	Diesel freight locomotives	25121500	Locomotives and electric trolleys	25120000	Railway and tramway machinery and equipment	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25121502	Electric freight locomotives	25121500	Locomotives and electric trolleys	25120000	Railway and tramway machinery and equipment	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25121503	Diesel passenger locomotives	25121500	Locomotives and electric trolleys	25120000	Railway and tramway machinery and equipment	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25121504	Electric passenger locomotives	25121500	Locomotives and electric trolleys	25120000	Railway and tramway machinery and equipment	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25121601	Freight rail cars	25121600	Railway and tramway cars	25120000	Railway and tramway machinery and equipment	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
25121605	Streetcars or tramway cars	25121600	Railway and tramway cars	25120000	Railway and tramway machinery and equipment	25000000	Commercial and Military and Private Vehicles and their Accessories and Components
